city,state,metro,county,zhvi,zhvi_yoy_pct,zori,zori_yoy_pct,annual_rent,rent_to_price_pct,price_to_rent,gross_yield_pct,est_cap_rate_pct,tier,pop_2024,pop_growth_pct,county_pop_2024,county_pop_growth_pct,net_mig_rate_per1k,vacancy_rate_pct,rental_vacancy_pct,renter_pct,down_payment,loan_amount,monthly_mortgage,monthly_cash_flow,annual_cash_flow,cash_on_cash_pct,break_even_rent,yield_spread_pct,one_pct_rule,two_pct_rule,investment_score,hidden_gem,zhvi_date,zori_date
Wisconsin Rapids,WI,"Wisconsin Rapids-Marshfield, WI",Wood County,214285.22642100308,9.49,1030.8333333333333,8.76,12370,0.481,17.3,5.77,3.75,Moderate,18675,-0.95,73943,-0.33,2.16,7.85,6.99,26.61,53571.30660525077,160713.9198157523,1096.3522397315871,-426,-5112,-8.52,1687,-1.48,FALSE,FALSE,47.4,FALSE,2026-02-28,2026-02-28
Yucca Valley,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,354069.52944112476,-3.68,1700.707070707071,2.05,20408.48484848485,0.48,17.3,5.76,3.75,Moderate,21858,0.42,2214281,1.41,1.68,9.55,3.22,38.46,88517.38236028119,265552.14708084357,1811.5337585654413,-706,-8472,-8.55,2787,-1.49,FALSE,FALSE,34.2,FALSE,2026-02-28,2026-02-28
Simsbury,CT,"Hartford-East Hartford-Middletown, CT",Hartford County,511118.6547868971,5.71,2459.6666666666665,3.91,29516,0.481,17.3,5.77,3.75,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,127779.66369672428,383338.99109017284,2615.047669423871,-1016,-12192,-8.52,4023,-1.48,FALSE,FALSE,57.4,FALSE,2026-02-28,2026-02-28
Port Jefferson Station,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,607523.4324413046,4.61,2923.25,7.25,35079,0.481,17.3,5.77,3.75,Moderate,NA,NA,1535909,0.9,2.22,11.64,3.67,18.09,151880.85811032614,455642.57433097844,3108.28556392333,-1208,-14496,-8.52,4782,-1.48,FALSE,FALSE,45.7,FALSE,2026-02-28,2026-02-28
Avon Lake,OH,"Cleveland-Elyria, OH",Lorain County,415703.77512019995,5.55,2000,NA,24000,0.481,17.3,5.77,3.75,Moderate,26342,4.21,322030,2.71,9.62,7.17,7.76,26.3,103925.94378004999,311777.83134015,2126.8744118760974,-827,-9924,-8.53,3272,-1.48,FALSE,FALSE,63.9,FALSE,2026-02-28,2026-02-28
Brevard,NC,"Brevard, NC",Transylvania County,455138.2838431318,-0.41,2187.5,NA,26250,0.481,17.3,5.77,3.75,Moderate,7973,1.97,34103,2.54,12.49,23.8,2.6,24.87,113784.57096078295,341353.71288234886,2328.6340603744957,-907,-10884,-8.54,3583,-1.48,FALSE,FALSE,45.8,FALSE,2026-02-28,2026-02-28
Beacon,NY,"Poughkeepsie-Newburgh-Middletown, NY",Dutchess County,534576.0671810225,5.45,2570,13.73,30840,0.481,17.3,5.77,3.75,Moderate,15292,6.77,299963,1.37,5.8,6.08,3.65,31.17,133644.01679525562,400932.0503857669,2735.0633468746346,-1065,-12780,-8.54,4208,-1.48,FALSE,FALSE,63.8,FALSE,2026-02-28,2026-02-28
Thonotosassa,FL,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,403743.61013666,-3.59,1943,NA,23316,0.481,17.3,5.77,3.75,Moderate,NA,NA,1581426,7.85,12.2,7.8,6.74,38.94,100935.902534165,302807.707602495,2065.6823554461253,-803,-9636,-8.52,3178,-1.48,FALSE,FALSE,54.7,FALSE,2026-02-28,2026-02-28
Lyman,SC,"Spartanburg, SC",Spartanburg County,301651.0725309013,2.85,1451.888888888889,NA,17422.666666666668,0.481,17.3,5.78,3.75,Moderate,6939,11.83,369256,12.1,27.18,8.85,6.12,27.07,75412.76813272532,226238.30439817597,1543.3440490056769,-600,-7200,-8.52,2374,-1.47,FALSE,FALSE,67.1,FALSE,2026-02-28,2026-02-28
Social Circle,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Walton County,358105.47945835016,0.5,1720,NA,20640,0.48,17.4,5.76,3.75,Moderate,5415,8.26,109792,13.03,25.68,4.54,1.62,20.82,89526.36986458754,268579.1095937626,1832.1829788347677,-714,-8568,-8.54,2819,-1.49,FALSE,FALSE,68.7,FALSE,2026-02-28,2026-02-28
Bloomington,IN,"Bloomington, IN",Monroe County,306909.177945572,1.91,1471.576478216184,2.65,17658.917738594206,0.479,17.4,5.75,3.74,Moderate,79986,-0.19,140702,0.04,-1.41,10.16,6.86,45.17,76727.294486393,230181.88345917902,1570.2462099451022,-614,-7368,-8.57,2416,-1.5,FALSE,FALSE,38.4,FALSE,2026-02-28,2026-02-28
Lowell,MA,"Boston-Cambridge-Newton, MA-NH",Middlesex County,471791.6536590771,0.47,2261.5755555555556,3.07,27138.90666666667,0.479,17.4,5.75,3.74,Moderate,120418,3.96,1668956,2.54,11.63,4.52,2.96,38.37,117947.91341476928,353843.74024430785,2413.8380644103077,-944,-11328,-8.58,3714,-1.5,FALSE,FALSE,62.4,FALSE,2026-02-28,2026-02-28
Lawrence,MA,"Boston-Cambridge-Newton, MA-NH",Essex County,497255.0945938911,3.11,2382.126262626263,1.2,28585.515151515152,0.479,17.4,5.75,3.74,Moderate,89332,0.51,823938,2,7.8,5.11,2.53,36.04,124313.77364847278,372941.3209454183,2544.117230017872,-996,-11952,-8.58,3914,-1.5,FALSE,FALSE,56.7,FALSE,2026-02-28,2026-02-28
West Bloomfield,MI,"Detroit-Warren-Dearborn, MI",Oakland County,440095.4876521859,2.94,2108.6759259259256,2.93,25304.11111111111,0.479,17.4,5.75,3.74,Moderate,NA,NA,1296888,1.91,10.58,5.25,6.51,27.73,110023.87191304647,330071.61573913944,2251.6702697706237,-881,-10572,-8.58,3464,-1.5,FALSE,FALSE,61.2,FALSE,2026-02-28,2026-02-28
Bristol,CT,"Hartford-East Hartford-Middletown, CT",Hartford County,330241.7115577185,4.68,1584.142857142857,5.88,19009.714285714286,0.48,17.4,5.76,3.74,Moderate,62195,2.39,NA,NA,NA,NA,NA,NA,82560.42788942963,247681.2836682889,1689.622967323753,-660,-7920,-8.57,2599,-1.49,FALSE,FALSE,57.6,FALSE,2026-02-28,2026-02-28
Cottage Grove,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Washington County,391505.9400529692,1.28,1876.477777777778,4.4,22517.733333333337,0.479,17.4,5.75,3.74,Moderate,42760,9.67,283960,5.8,13.75,3.39,4.74,18.85,97876.4850132423,293629.4550397269,2003.0704935392723,-783,-9396,-8.57,3082,-1.5,FALSE,FALSE,70.1,FALSE,2026-02-28,2026-02-28
Peyton,CO,"Colorado Springs, CO",El Paso County,538903.5074482585,-2.36,2586.1111111111113,2.4,31033.333333333336,0.48,17.4,5.76,3.74,Moderate,NA,NA,752772,2.58,3.46,4.58,3.67,33.62,134725.87686206462,404177.6305861939,2757.2039251521473,-1076,-12912,-8.56,4242,-1.49,FALSE,FALSE,49.3,FALSE,2026-02-28,2026-02-28
Rosemount,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Dakota County,429032.27724241256,0.44,2056.4940476190477,6.18,24677.928571428572,0.479,17.4,5.75,3.74,Moderate,30581,18.6,453156,2.89,6.72,2.73,3.92,24.65,107258.06931060314,321774.2079318094,2195.0673218494876,-858,-10296,-8.57,3377,-1.5,FALSE,FALSE,65.7,FALSE,2026-02-28,2026-02-28
Fulton,MO,"Jefferson City, MO",Callaway County,238190.2707648263,5.32,1140.8333333333333,NA,13690,0.479,17.4,5.75,3.74,Moderate,12573,-0.3,45126,1.76,6.91,12.87,4.79,23.66,59547.567691206576,178642.70307361972,1218.6581464194442,-477,-5724,-8.58,1875,-1.5,FALSE,FALSE,47.3,FALSE,2026-02-28,2026-02-28
Greencastle,IN,"Indianapolis-Carmel-Anderson, IN",Putnam County,238414.70540436168,2.97,1143.75,NA,13725,0.48,17.4,5.76,3.74,Moderate,9907,0.9,37804,3.06,8.04,7.71,1.75,26.44,59603.67635109042,178811.02905327125,1219.806426325799,-476,-5712,-8.56,1877,-1.49,FALSE,FALSE,53,FALSE,2026-02-28,2026-02-28
Holden,MA,"Worcester, MA-CT",Worcester County,539699.9016304185,1.21,2591,NA,31092,0.48,17.4,5.76,3.74,Moderate,NA,NA,881248,2.82,8.7,5.7,3.41,34.33,134924.97540760462,404774.9262228139,2761.2785343069795,-1077,-12924,-8.55,4248,-1.49,FALSE,FALSE,58,FALSE,2026-02-28,2026-02-28
New River,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,756586.1417751902,1.5,3631.6666666666665,NA,43580,0.48,17.4,5.76,3.74,Moderate,NA,NA,4673096,5.12,9.38,8.29,5.4,34.99,189146.53544379756,567439.6063313927,3870.938398036984,-1510,-18120,-8.55,5955,-1.49,FALSE,FALSE,57.4,FALSE,2026-02-28,2026-02-28
Canyon Lake,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,692043.8299687962,-0.87,3315,NA,39780,0.479,17.4,5.75,3.74,Moderate,11161,0.69,2529933,4.34,7.33,11.37,4.89,31.14,173010.95749219906,519032.8724765972,3540.71914172964,-1386,-16632,-8.58,5447,-1.5,FALSE,FALSE,41.5,FALSE,2026-02-28,2026-02-28
Saukville,WI,"Milwaukee-Waukesha, WI",Ozaukee County,388114.4853183753,5.71,1862.5,NA,22350,0.48,17.4,5.76,3.74,Moderate,4305,1.25,93956,2.54,4.53,4.18,2.49,27.22,97028.62132959382,291085.86398878146,1985.7187187280906,-775,-9300,-8.56,3055,-1.49,FALSE,FALSE,59.6,FALSE,2026-02-28,2026-02-28
Granby,CO,NA,Grand County,773120.8663009669,0.39,3708.333333333333,NA,44500,0.48,17.4,5.76,3.74,Moderate,2305,10.6,16154,2.58,9.04,62.08,29.35,23.62,193280.21657524173,579840.6497257252,3955.5353745525954,-1545,-18540,-8.56,6085,-1.49,FALSE,FALSE,51.7,FALSE,2026-02-28,2026-02-28
Pearland,TX,"Houston-The Woodlands-Sugar Land, TX",Brazoria County,376053.3268890573,-0.95,1796.9828311101894,1.98,21563.793973322274,0.478,17.4,5.73,3.73,Moderate,129620,2.86,413224,10.63,23.74,10.51,11.33,26,94013.33172226432,282039.995166793,1924.009947299487,-756,-9072,-8.62,2960,-1.52,FALSE,FALSE,53.1,FALSE,2026-02-28,2026-02-28
League City,TX,"Houston-The Woodlands-Sugar Land, TX",Galveston County,368399.7004050263,-1.41,1764.017892156863,0.39,21168.21470588235,0.479,17.4,5.75,3.73,Moderate,118456,3.31,367407,4.49,11.39,13,8.22,32.51,92099.92510125658,276299.77530376974,1884.8515289708682,-738,-8856,-8.59,2900,-1.5,FALSE,FALSE,48.1,FALSE,2026-02-28,2026-02-28
Clermont,FL,"Orlando-Kissimmee-Sanford, FL",Lake County,429741.44894629467,-4.37,2054.276556776557,-0.48,24651.318681318684,0.478,17.4,5.74,3.73,Moderate,50851,17.33,444204,15.01,42.09,12.7,9.37,23.35,107435.36223657367,322306.086709721,2198.6956727110532,-863,-10356,-8.61,3383,-1.51,FALSE,FALSE,55.7,FALSE,2026-02-28,2026-02-28
Bellevue,NE,"Omaha-Council Bluffs, NE-IA",Sarpy County,291171.63208349625,2.59,1393.2307067754637,3.43,16718.768481305564,0.478,17.4,5.74,3.73,Moderate,64777,-0.58,204828,7.14,15.85,3.5,4.21,29.38,72792.90802087406,218378.72406262218,1489.727856244568,-584,-7008,-8.6,2292,-1.51,FALSE,FALSE,60.5,FALSE,2026-02-28,2026-02-28
Duncanville,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,273072.269147141,-3.02,1304.3261183261184,-4.36,15651.91341991342,0.478,17.4,5.73,3.73,Moderate,39203,-3.28,2656028,1.73,0.15,7.76,8.95,49.22,68268.06728678526,204804.20186035577,1397.1256856497455,-549,-6588,-8.62,2149,-1.52,FALSE,FALSE,29.7,FALSE,2026-02-28,2026-02-28
Park Ridge,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,548099.2762191063,7.04,2621.666666666667,NA,31460.000000000004,0.478,17.4,5.74,3.73,Moderate,38445,-2.68,5182617,-1.6,5.9,8.18,4.67,42.49,137024.81905477657,411074.4571643297,2804.2524401448013,-1100,-13200,-8.6,4314,-1.51,FALSE,FALSE,47.1,FALSE,2026-02-28,2026-02-28
Murrells Inlet,SC,"Georgetown, SC",Georgetown County,392323.49988276506,-1.87,1877.7377777777776,1.37,22532.853333333333,0.479,17.4,5.74,3.73,Moderate,NA,NA,66035,3.96,12.33,27.55,0.04,16.9,98080.87497069126,294242.6249120738,2007.2533929648735,-787,-9444,-8.6,3088,-1.51,FALSE,FALSE,46.7,FALSE,2026-02-28,2026-02-28
Front Royal,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Warren County,369231.85353753,1.12,1767.777777777778,NA,21213.333333333336,0.479,17.4,5.75,3.73,Moderate,15628,3.91,42461,4.08,11.33,9.32,2.95,23.82,92307.9633843825,276923.8901531475,1889.109092433632,-740,-8880,-8.59,2906,-1.5,FALSE,FALSE,55.6,FALSE,2026-02-28,2026-02-28
Carbondale,IL,"Carbondale-Marion, IL",Jackson County,138425.5218924686,11,661.9444444444445,1.46,7943.333333333334,0.478,17.4,5.74,3.73,Moderate,22223,-0.18,53199,-0.12,6.47,16.8,7.23,50.68,34606.38047311715,103819.14141935145,708.229556920807,-278,-3336,-8.61,1090,-1.51,FALSE,FALSE,46.6,FALSE,2026-02-28,2026-02-28
Waynesville,NC,"Asheville, NC",Haywood County,348097.97550838586,-4.79,1663.888888888889,10.77,19966.666666666668,0.478,17.4,5.74,3.73,Moderate,10709,4.54,63048,1.33,9.72,24.17,3.39,24.99,87024.49387709647,261073.4816312894,1780.9813652055109,-699,-8388,-8.61,2740,-1.51,FALSE,FALSE,43.3,FALSE,2026-02-28,2026-02-28
Crofton,MD,"Baltimore-Columbia-Towson, MD",Anne Arundel County,486816.4288177347,0.63,2327.67619047619,1.84,27932.114285714284,0.478,17.4,5.74,3.73,Moderate,NA,NA,602350,1.51,0.69,4.79,5.5,25.04,121704.10720443368,365112.32161330106,2490.70965360841,-978,-11736,-8.61,3832,-1.51,FALSE,FALSE,48.5,FALSE,2026-02-28,2026-02-28
Payson,AZ,"Payson, AZ",Gila County,440161.7009586448,-1.16,2107.25,NA,25287,0.479,17.4,5.74,3.73,Moderate,16762,2.2,54073,1.35,8.69,28.7,4.24,22.83,110040.4252396612,330121.2757189836,2252.0090383738016,-882,-10584,-8.59,3465,-1.51,FALSE,FALSE,42.3,FALSE,2026-02-28,2026-02-28
North Liberty,IA,"Iowa City, IA",Johnson County,306226.391394321,3.43,1462.7546296296296,8.43,17553.055555555555,0.478,17.4,5.73,3.73,Moderate,21904,6.83,160080,4.59,6.75,7.43,6.54,41.16,76556.59784858025,229669.79354574074,1566.752854023066,-616,-7392,-8.62,2410,-1.52,FALSE,FALSE,60.5,FALSE,2026-02-28,2026-02-28
Lindale,TX,"Tyler, TX",Smith County,292001.3560593188,-2.84,1395,NA,16740,0.478,17.4,5.73,3.73,Moderate,7227,18.24,249091,6.36,10,17.21,17.96,30.69,73000.3390148297,219001.0170444891,1493.9729913593187,-587,-7044,-8.62,2298,-1.52,FALSE,FALSE,50.2,FALSE,2026-02-28,2026-02-28
North Bend,OR,"Coos Bay, OR",Coos County,355053.7335321151,-2.6,1700,NA,20400,0.479,17.4,5.75,3.73,Moderate,10049,-2.55,64326,-1,6.11,10.35,1.51,29.29,88763.43338302878,266290.30014908634,1816.5692637075003,-712,-8544,-8.59,2795,-1.5,FALSE,FALSE,33.2,FALSE,2026-02-28,2026-02-28
Piedmont,OK,"Oklahoma City, OK",Canadian County,336296.8417472183,2.09,1610,NA,19320,0.479,17.4,5.74,3.73,Moderate,9092,21.47,181760,16.93,26.01,5.78,5.62,25.24,84074.21043680457,252222.6313104137,1720.6029637332197,-674,-8088,-8.59,2647,-1.51,FALSE,FALSE,71.2,FALSE,2026-02-28,2026-02-28
Youngtown,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,299167.77751925285,-4.56,1432.5,NA,17190,0.479,17.4,5.75,3.73,Moderate,7062,-0.03,4673096,5.12,9.38,8.29,5.4,34.99,74791.94437981321,224375.83313943964,1530.6387118557136,-600,-7200,-8.6,2355,-1.5,FALSE,FALSE,41.1,FALSE,2026-02-28,2026-02-28
Chattanooga,TN,"Chattanooga, TN-GA",Hamilton County,314305.54939786386,-1.01,1499.379537001411,1.48,17992.554444016932,0.477,17.5,5.72,3.72,Moderate,191496,5.06,386256,4.99,11.65,8.63,4.18,35.65,78576.38734946596,235729.16204839788,1608.088428669389,-633,-7596,-8.63,2474,-1.53,FALSE,FALSE,54,FALSE,2026-02-28,2026-02-28
Montgomery,TX,"Houston-The Woodlands-Sugar Land, TX",Montgomery County,390591.9287897069,-0.86,1864.781699346405,-1.21,22377.38039215686,0.477,17.5,5.73,3.72,Moderate,2860,42.29,749613,19.86,40.55,7.22,7.84,28.27,97647.98219742673,292943.9465922802,1998.3941175130094,-786,-9432,-8.62,3074,-1.52,FALSE,FALSE,65.3,FALSE,2026-02-28,2026-02-28
Salem,VA,"Roanoke, VA",Roanoke County,300477.20297405095,3.36,1434.8055555555557,NA,17217.666666666668,0.478,17.5,5.73,3.72,Moderate,25908,2.02,97334,0.39,6.02,7.15,5.92,23.74,75119.30074351274,225357.9022305382,1537.3381542489512,-605,-7260,-8.63,2365,-1.52,FALSE,FALSE,54.7,FALSE,2026-02-28,2026-02-28
Dawsonville,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Dawson County,436833.38640482974,0.18,2083.214285714286,4.15,24998.571428571428,0.477,17.5,5.72,3.72,Moderate,4875,28.87,33748,24.71,58.26,13.46,4.4,21.62,109208.34660120744,327625.0398036223,2234.9803090649625,-881,-10572,-8.64,3438,-1.53,FALSE,FALSE,61,FALSE,2026-02-28,2026-02-28
South Amboy,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,515945.68246364983,3.28,2460.972222222222,3.63,29531.666666666664,0.477,17.5,5.72,3.72,Moderate,10549,12.58,890119,3.33,12.92,3.48,2.61,36.53,128986.42061591246,386959.26184773736,2639.744297805787,-1040,-12480,-8.64,4061,-1.53,FALSE,FALSE,73.6,FALSE,2026-02-28,2026-02-28
Laurens,SC,"Greenville-Anderson, SC",Laurens County,182994.55537544785,-6.42,872.5,NA,10470,0.477,17.5,5.72,3.72,Moderate,9352,-0.14,70545,4.31,22.24,17.05,6.22,29.34,45748.63884386196,137245.91653158588,936.2590879241963,-369,-4428,-8.64,1440,-1.53,FALSE,FALSE,39.2,FALSE,2026-02-28,2026-02-28
Rustburg,VA,"Lynchburg, VA",Campbell County,277459.2132172359,1.31,1325,NA,15900,0.478,17.5,5.73,3.72,Moderate,NA,NA,55342,-0.48,7.91,12.94,6,24.47,69364.80330430898,208094.40991292696,1419.570704548885,-558,-6696,-8.62,2184,-1.52,FALSE,FALSE,42.3,FALSE,2026-02-28,2026-02-28
Oceano,CA,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,665926.9760807006,2.23,3175,NA,38100,0.477,17.5,5.72,3.72,Moderate,NA,NA,281843,-0.03,0.58,12.79,4.74,38.1,166481.74402017516,499445.23206052545,3407.096904988499,-1343,-16116,-8.64,5242,-1.53,FALSE,FALSE,38.4,FALSE,2026-02-28,2026-02-28
Arlington,TX,"Dallas-Fort Worth-Arlington, TX",Tarrant County,307791.7749452121,-3.41,1462.1281677099407,-0.31,17545.53801251929,0.475,17.5,5.7,3.71,Moderate,403672,2.36,2230708,5.41,8.74,7.08,7.73,40.64,76947.94373630303,230843.8312089091,1574.7618604801266,-624,-7488,-8.69,2423,-1.55,FALSE,FALSE,48.2,FALSE,2026-02-28,2026-02-28
Johnson City,TN,"Johnson City, TN",Washington County,283490.23573260714,-0.54,1348.75,4.32,16185,0.476,17.5,5.71,3.71,Moderate,73635,3.53,139642,4.82,10.43,8.45,4.02,35.55,70872.55893315178,212617.67679945537,1450.4273583324177,-574,-6888,-8.68,2231,-1.54,FALSE,FALSE,52.6,FALSE,2026-02-28,2026-02-28
Chesterfield,VA,"Richmond, VA",Chesterfield County,405706.7281075809,1.49,1929.9814814814815,1.87,23159.777777777777,0.476,17.5,5.71,3.71,Moderate,NA,NA,389793,6.69,10.05,3.91,4.88,22.7,101426.68202689523,304280.0460806857,2075.726299306483,-821,-9852,-8.67,3193,-1.54,FALSE,FALSE,66.2,FALSE,2026-02-28,2026-02-28
Hagerstown,MD,"Hagerstown-Martinsburg, MD-WV",Washington County,296552.3079891595,0.38,1409.3088235294117,4.68,16911.70588235294,0.475,17.5,5.7,3.71,Moderate,43909,0.9,157228,1.65,9.15,7.12,4.9,34.11,74138.07699728987,222414.2309918696,1517.257127295918,-601,-7212,-8.69,2334,-1.55,FALSE,FALSE,50,FALSE,2026-02-28,2026-02-28
Lebanon,PA,"Lebanon, PA",Lebanon County,278193.34652512084,5.43,1322.7579365079366,1.86,15873.09523809524,0.475,17.5,5.71,3.71,Moderate,26456,-1.22,145319,1.41,6.01,6.27,4.84,28.75,69548.33663128021,208645.00989384064,1423.326767016672,-564,-6768,-8.69,2190,-1.54,FALSE,FALSE,51.3,FALSE,2026-02-28,2026-02-28
Waxahachie,TX,"Dallas-Fort Worth-Arlington, TX",Ellis County,368881.003673797,-2.15,1756.1163636363635,3.03,21073.39636363636,0.476,17.5,5.71,3.71,Moderate,48617,16.81,232387,19.58,34.12,5.09,4.27,23.75,92220.25091844925,276660.75275534776,1887.314031521885,-746,-8952,-8.67,2904,-1.54,FALSE,FALSE,66.2,FALSE,2026-02-28,2026-02-28
Radford,VA,"Blacksburg-Christiansburg, VA",Pulaski County,261350.30836275723,2.14,1243.611111111111,8.07,14923.333333333332,0.476,17.5,5.71,3.71,Moderate,17273,7.19,33579,-0.65,5.18,15.57,4.19,27.85,65337.57709068931,196012.73127206793,1337.1523586283295,-529,-6348,-8.67,2057,-1.54,FALSE,FALSE,50.8,FALSE,2026-02-28,2026-02-28
Fernley,NV,"Fallon, NV",Churchill County,392554.39632855094,0.27,1865.2619047619048,6.11,22383.14285714286,0.475,17.5,5.7,3.71,Moderate,25508,10.78,26033,1.78,6.95,10.95,2.2,31.95,98138.59908213773,294415.7972464132,2008.4347335533566,-796,-9552,-8.69,3090,-1.55,FALSE,FALSE,53,FALSE,2026-02-28,2026-02-28
Manassas Park,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Manassas Park City,456702.71029382705,1.45,2173.1777777777775,0.43,26078.13333333333,0.476,17.5,5.71,3.71,Moderate,16611,-3.22,NA,NA,NA,NA,NA,NA,114175.67757345676,342527.0327203703,2336.638169998671,-924,-11088,-8.67,3595,-1.54,FALSE,FALSE,42.5,FALSE,2026-02-28,2026-02-28
Oak Grove,MO,"Kansas City, MO-KS",Jackson County,287124.95907661365,2.73,1364.5,NA,16374,0.475,17.5,5.7,3.71,Moderate,9129,11.37,727362,1.35,6.69,9.2,4.42,41.15,71781.23976915341,215343.71930746024,1469.023773706276,-582,-6984,-8.69,2260,-1.55,FALSE,FALSE,58.6,FALSE,2026-02-28,2026-02-28
Knoxville,IA,"Pella, IA",Marion County,201024.76265364097,0.55,955.5555555555557,NA,11466.666666666668,0.475,17.5,5.7,3.71,Moderate,7440,-1.77,34048,1.9,10.4,6.02,4.97,22.25,50256.19066341024,150768.57199023073,1028.507435896795,-407,-4884,-8.68,1582,-1.55,FALSE,FALSE,47.7,FALSE,2026-02-28,2026-02-28
Reading,OH,"Cincinnati, OH-KY-IN",Hamilton County,228881.6842715508,1.72,1089.2261904761906,8.07,13070.714285714286,0.476,17.5,5.71,3.71,Moderate,10482,-1.01,837359,0.84,4.18,7.42,4.2,41.01,57220.4210678877,171661.2632036631,1171.0324196202146,-463,-5556,-8.67,1802,-1.54,FALSE,FALSE,43.6,FALSE,2026-02-28,2026-02-28
Bowie,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County,517661.1078692302,0.02,2455.445315904139,3.76,29465.34379084967,0.474,17.6,5.69,3.7,Moderate,58421,0.33,NA,NA,NA,NA,NA,NA,129415.27696730755,388245.83090192266,2648.520966719982,-1052,-12624,-8.71,4075,-1.56,FALSE,FALSE,45.6,FALSE,2026-02-28,2026-02-28
Germantown,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,418835.87089762354,-2.42,1984.5693226120857,0.18,23814.831871345028,0.474,17.6,5.69,3.7,Moderate,NA,NA,1082273,2.02,7.76,4.26,3.68,34.66,104708.96772440588,314126.90317321767,2142.8992227227664,-853,-10236,-8.73,3297,-1.56,FALSE,FALSE,52.4,FALSE,2026-02-28,2026-02-28
Florence-Graham,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,586445.5986296193,-1.49,2779.1666666666665,NA,33350,0.474,17.6,5.69,3.7,Moderate,NA,NA,9757179,-2.4,0.03,6.45,4.01,53.92,146611.39965740484,439834.1989722145,3000.4445769635945,-1194,-14328,-8.73,4616,-1.56,FALSE,FALSE,33.7,FALSE,2026-02-28,2026-02-28
Hanover,PA,"York-Hanover, PA",York County,286883.70827273774,3.35,1360.5357142857144,2.29,16326.428571428572,0.474,17.6,5.69,3.7,Moderate,16728,1.67,471240,3.17,10.19,4.45,2.79,24.17,71720.92706818444,215162.78120455332,1467.7894568866614,-583,-6996,-8.71,2258,-1.56,FALSE,FALSE,62.2,FALSE,2026-02-28,2026-02-28
Palm Desert,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,549226.1190759005,-3.08,2602.2407773386035,-0.3,31226.88932806324,0.474,17.6,5.69,3.7,Moderate,53147,3.81,2529933,4.34,7.33,11.37,4.89,31.14,137306.52976897513,411919.5893069254,2810.01773115672,-1119,-13428,-8.73,4323,-1.56,FALSE,FALSE,44.6,FALSE,2026-02-28,2026-02-28
Patchogue,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,583100.2774899768,3.15,2768.5444444444443,6.07,33222.53333333333,0.475,17.6,5.7,3.7,Moderate,12447,0.59,1535909,0.9,2.22,11.64,3.67,18.09,145775.0693724942,437325.2081174826,2983.3288364838345,-1184,-14208,-8.7,4590,-1.55,FALSE,FALSE,42.7,FALSE,2026-02-28,2026-02-28
Rahway,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Union County,524824.5384812328,2.4,2489.3968253968255,-0.2,29872.76190476191,0.474,17.6,5.69,3.7,Moderate,30763,3.68,594160,3.57,15.84,4.55,3.18,42.39,131206.1346203082,393618.40386092465,2685.171385075007,-1067,-12804,-8.71,4131,-1.56,FALSE,FALSE,66.6,FALSE,2026-02-28,2026-02-28
Elko,NV,"Elko, NV",Elko County,350513.0633557634,1.59,1664.7222222222224,NA,19976.666666666668,0.475,17.5,5.7,3.7,Moderate,20822,1.29,54363,1.28,-1.38,11.29,10.03,29.55,87628.26583894085,262884.7975168225,1793.3377325335077,-711,-8532,-8.69,2759,-1.55,FALSE,FALSE,39.9,FALSE,2026-02-28,2026-02-28
Willow Spring,NC,"Raleigh-Cary, NC",Wake County,400600.9796466524,-1.89,1900,NA,22800,0.474,17.6,5.69,3.7,Moderate,NA,NA,1232444,9,18.32,7.54,9.49,35.57,100150.2449116631,300450.7347349893,2049.603645616641,-815,-9780,-8.72,3153,-1.56,FALSE,FALSE,58.9,FALSE,2026-02-28,2026-02-28
Alma,AR,"Fort Smith, AR-OK",Crawford County,244706.38142259404,6.59,1161.25,NA,13935,0.475,17.6,5.69,3.7,Moderate,6017,3.31,62258,3.49,8.95,9.86,7.25,25.76,61176.59535564851,183529.78606694553,1251.9966673865729,-497,-5964,-8.7,1926,-1.56,FALSE,FALSE,59.1,FALSE,2026-02-28,2026-02-28
